calls_count_in_weekdays,calls_count_out_weekdays,calls_count_in_weekends,calls_count_out_weekends,DATA_VOLUME_WEEKDAYS,DATA_VOLUME_WEEKENDS,sim_count,AVG_ARPU,ROUM,phone_value,car,gender,lifetime,how_long_same_model,ecommerce_score,fb_volume,instagram_volume,intagram_count,viber_volume,youtube_volume,google_volume,gmail_volume,skype_volume,twitter_volume,whatsapp_volume,applemaps_volume,telegram_volume,target,OS_Android,OS_Feature_Phone,OS_iOS,Fuel_Activity_Score,Is_Driver,Gamer_Score,Is_Gamer,Dating_App_User,White_Collar_Worker,Taxi_User,Niche_Social_User,Paid_Content_User,fb_Content_Heaviness,viber_Content_Heaviness,youtube_Content_Heaviness,google_Content_Heaviness,gmail_Content_Heaviness,skype_Content_Heaviness,twitter_Content_Heaviness,whatsapp_Content_Heaviness,applemaps_Content_Heaviness,telegram_Content_Heaviness,Financial_Activity_Score,Bank_Diversity,Has_Privat,Has_Oschad,Has_Alfa,Has_Raiffeisen,Commute_Distance_KM,Is_Big_City,City_Population_Proxy,Raion_Density,Weekend_Calls_Share,Weekend_Data_Share,Avg_Call_Duration_Weekdays,Avg_Call_Duration_Weekends,Digital_Introvert_Score,Brand_Huawei,Brand_Lenovo,Brand_Other,Brand_Samsung,Brand_Xiaomi,SCORING_Numeric,Is_Big_City_WORK,City_Population_Proxy_WORK,Raion_Density_WORK,Oblast_Density_HOME,Oblast_Density_WORK,Tech_Refresh_Rate,Affluence_Index
7.26,5.13,4.38,4.88,0.002,0.0,2.0,21.499008333000003,0.0,3.0,0,1,161.06666667,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.007920792079207921,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1,1,0,0,0,0.0,0,8,10,0.42769387095284284,0.0,1.1642321039464127,1.023107655760717,8.830022075055189e-05,0,0,1,0,0,1.0,0,8,10,270,263,0.006170300287820439,42.998016666000005
1.04,0.7,0.13,0.63,21.253,22.381,2.0,41.125033333000005,0.0,3.0,1,0,188.2,25.0,1,1.0495,0.0,0.0,0.2244,1.1344,5.815,0.2248,0.0,0.0034,0.0385,0.0,0.0,3,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0154335965647564,0.006955767025200708,0.04346193632427876,0.033058368059306086,0.008612696831539021,0.0,0.017801047120418845,0.09144893111638955,0.0,0.0,83.0,1,0,1,0,0,37.248582056177575,0,12,47,0.3038784486205518,0.512913945227455,0.8856978747846065,1.1327201051248357,12.466857142857142,0,1,0,0,0,3.0,1,2907,2907,922,2907,0.1321353065539112,82.25006666600001
0.0,0.0,0.0,0.0,0.0,0.0,2.0,49.575191667,1.0,3.0,0,1,141.46666667,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,309,313,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1.0,0,317,321,533,529,0.11230697238857494,99.150383334
10.91,9.43,4.13,4.0,38.096,23.171,2.0,43.6517,0.0,3.0,0,1,77.8,9.0,0,3.8044,6.6751,28.26,0.9918,2.4436,4.2439,0.0052,0.0,0.0082,0.0,0.0,0.0,4,1,0,0,0.0,0,0.0,0,0,1,1,0,0,0.03804361956380436,0.04752048296679603,0.5694709857841994,0.03704812703511973,0.05148514851485148,0.0,0.020971867007672635,0.0,0.0,0.0,6.0,1,1,0,0,0,1.056334364743751,0,382,397,0.2855537213304766,0.3781908990011099,1.537240057027678,2.847128274504982,2.078961655921276,1,0,0,0,0,1.0,0,397,409,687,691,0.11421319796954316,87.3034
0.7,1.13,0.88,0.75,0.003,0.093,1.0,39.622733333,0.0,3.0,0,0,170.9,24.0,0,0.0,0.0,0.0,0.0,0.0,0.0189,0.0029,0.0,0.0,0.0,0.0,0.0,5,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.014307342922028767,0.015183246073298427,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,96,105,0.4709621496677261,0.9587628865979381,3.642271982523212,3.5751072961373396,0.021524663677130046,0,0,1,0,0,1.0,0,86,97,627,647,0.13961605584642234,79.245466666
1.43,1.04,0.63,0.75,42.709,13.535,2.0,93.17941,0.0,3.0,0,0,9.4,3.0,0,1.5519,0.0,0.0,0.1618,16.4475,9.9148,0.001,0.0089,0.0005,0.0,0.0,0.0,4,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0.06785448821651874,0.015676775506249394,0.6639820758144604,0.1998508395315555,0.01639344262295082,0.012517580872011252,0.00819672131147541,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,1,2741,2741,0.3583484809140483,0.24064361276557916,2.018615944961554,0.7661115133960897,11.596701030927836,0,0,0,1,0,2.0,1,2907,2907,2741,2907,0.28846153846153844,186.35882
18.78,17.83,10.25,8.88,54.92,23.413,2.0,215.75359167,1.0,3.0,1,0,215.66666667,21.0,0,19.1315,10.4621,77.87,4.0042,0.1204,6.737,0.0767,0.0139,0.0043,0.454,0.0,0.0,5,1,0,0,0.0,0,0.0,0,0,1,0,0,0,0.04993070797915236,0.06522454431431317,0.04852881902458686,0.042647068132758544,0.03500684618895482,0.007675317504141358,0.018614718614718615,0.011572480946190514,0.0,0.0,122.0,3,1,0,1,0,0.0,1,2741,2741,0.3431944170359341,0.29888681798452776,2.0507770888530774,2.055773352150959,1.3805604511808247,0,0,0,1,0,4.0,1,2907,2907,2741,2907,0.09692307692158579,431.50718334
4.39,2.39,3.88,2.25,14.852,12.265999999999998,2.0,65.582458333,0.0,3.0,0,0,14.433333333,3.0,0,0.4547,0.2144,0.81,0.5605,3.9878,2.5705,0.009,0.0,0.1573,0.0,0.0,0.0,5,1,0,0,0.0,0,0.0,0,0,1,0,1,1,0.07227785725639803,0.027842630768466544,0.1624292289519775,0.021271753792173186,0.008482563619227144,0.0,0.10341880341880343,0.0,0.0,0.0,0.0,0,0,0,0,0,1.2419077752363221,1,670,676,0.47478893966385255,0.4523028135255724,1.742073440495502,1.7988908824009133,1.9495327102803737,0,0,0,0,1,2.0,1,698,702,936,945,0.19438444924825884,131.164916666
0.04,0.3,0.0,0.38,0.0,0.0,1.0,13.402683333,0.0,3.0,1,0,114.0,25.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,1,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,88,90,0.5270457697642164,0.0,1.4486803519061584,1.2414698162729658,0.0,0,0,1,0,0,2.0,0,102,104,269,273,0.21739130434782608,26.805366666
8.65,17.3,2.75,10.13,35.335,44.761,2.0,58.379325,0.0,3.0,1,0,129.73333333,21.0,1,13.1688,0.0175,0.48,0.4024,3.4485,10.2603,0.5587,0.0,0.0118,0.0732,0.0,0.0,4,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0.07386127174114229,0.02353078767323548,0.11825726141078838,0.029874130516434665,0.04395405554244355,0.0,0.019312602291325694,0.004346535241375215,0.0,0.0,0.0,0,0,0,0,0,29.00979499966511,0,11,38,0.3316937498390461,0.5588349126683896,2.6961966783553613,3.2104650260072973,2.0109465227215666,1,0,0,0,0,3.0,1,2907,2907,922,2907,0.16063233044774688,116.75865
5.52,5.3,4.88,3.38,0.0,0.0,2.0,31.868533333,0.0,4.0,0,1,143.73333333,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2,1,0,1,0,5.642698240265337,0,297,298,0.4328913578952885,0.0,2.5178818963127254,3.094782713957148,0.0,0,0,1,0,0,1.0,0,293,294,394,388,0.15891294334774098,31.868533333
3.74,3.09,1.63,1.5,6.7360000000000015,10.111,2.0,48.04113333300001,0.0,3.0,0,1,105.46666667,25.0,0,3.9966,1.4682,58.06,0.1507,0.0,0.3538,0.0,0.0,0.0,0.0696,0.0,0.0,4,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0.04143658437963318,0.01604727930997764,0.0,0.010595669491779222,0.0,0.0,0.0,0.09392712550607286,0.0,0.0,0.0,0,0,0,0,0,1.4414669154216613,0,9,7,0.3142254793695412,0.6001305792972459,2.4792856097203924,1.7713190673906103,1.5371350364963503,0,1,0,0,0,1.0,0,7,7,380,379,0.23481527864011226,96.08226666600002
3.43,1.35,1.25,0.75,17.215999999999998,12.809,2.0,49.346416667,1.0,2.0,0,1,55.3,7.0,0,1.3566,0.4972,5.42,3.2565,1.0442,4.4993,0.0,0.0,0.0009,0.0,0.0,0.0,5,1,0,0,0.0,0,0.0,0,0,1,0,0,0,0.12046887487789718,0.08933911278154234,0.7196416264645074,0.03183744807919559,0.0,0.0,0.00891089108910891,0.0,0.0,0.0,17.0,1,0,1,0,0,1.145434765174324,1,1281,1281,0.2949417490045716,0.42659694931059744,2.3233633131144105,1.335832083958021,3.8592544987146526,1,0,0,0,0,3.0,1,1325,1325,1801,1813,0.12433392539964476,148.039250001
1.26,2.13,0.75,1.63,3.515,0.002,1.0,74.377591667,0.0,3.0,0,0,30.0,3.0,0,0.2311,0.2154,2.97,0.0002,0.0025,0.386,0.0,0.0,0.0,0.0028,0.0,0.0,2,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0.13273980470993682,0.0064516129032258064,0.00859106529209622,0.13731768054073284,0.0,0.0,0.0,0.00458265139116203,0.0,0.0,0.0,0,0,0,0,0,34.21991021555857,0,3,11,0.4124068618956853,0.0005685048322910746,2.6859333529932172,1.3754724905501892,0.5194977843426883,0,0,1,0,0,2.0,1,698,702,936,945,0.0967741935483871,148.755183334
8.52,12.43,8.63,10.13,113.054,219.824,2.0,307.99005833,1.0,1.0,1,0,81.166666667,8.0,1,4.4215,0.0036,0.13,0.7434,18.4979,12.4185,0.4363,0.0962,0.0632,3.0498,0.0,0.0,4,1,0,0,21.0,1,0.0,0,0,1,0,0,0,0.017545565295375813,0.01448529841585316,0.5213466362278404,0.024142140900598963,0.04293868713709281,0.008873720136518772,0.037596668649613335,0.04663944579529292,0.0,0.0,56.0,1,1,0,0,0,0.0,0,146,146,0.47241318526352905,0.660372087154792,0.874278077418739,0.8599754810511168,8.1768115942029,0,0,0,1,0,4.0,0,154,154,380,384,0.09736308316390523,1231.96023332
8.22,14.04,3.25,4.25,194.805,44.96,2.0,88.675558333,0.0,1.0,1,0,179.73333333,3.0,1,1.1321,4.5047,85.55,7.4876,83.7538,11.1259,0.6229,0.0144,0.0352,0.0,0.0,0.0,4,1,0,0,4.0,1,0.0,0,0,1,0,0,0,0.018191897928685065,0.08351942532710174,1.380231044313706,0.03462873220849635,0.008725189449650516,0.009467455621301775,0.02477128782547502,0.0,0.0,0.0,7.0,1,0,0,0,0,0.0,1,1281,1281,0.2520076610328954,0.18751616159088444,3.061542608148781,1.1459805359285429,7.794700910273083,0,0,0,1,0,4.0,1,1325,1325,1801,1813,0.016599040944607138,354.702233332
1.65,0.0,0.75,0.0,0.931,0.0,1.0,8.3215333333,0.0,3.0,0,0,17.966666667000002,17.0,0,0.0052,0.0,0.0,0.0,0.0102,0.6163,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0.009980806142034547,0.0,0.07786259541984733,0.18899110702238578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.191778877436062,1,639,639,0.31236984589754274,0.0,0.9739551786795883,1.4980026631158456,0.27382352941176474,1,0,0,0,0,1.0,1,648,648,939,932,0.8963093145712423,16.6430666666
2.04,5.39,0.38,1.38,124.18,29.706,1.0,132.99221667,1.0,1.0,1,0,140.53333333,25.0,1,0.4378,0.0007,0.03,0.3664,20.0905,6.8211,0.1887,0.0,0.0707,0.0,0.3528,0.0,4,0,0,1,0.0,0,0.0,0,0,0,0,0,0,0.05431087954348096,0.03472656620225571,1.8429960554077607,0.06919284649171747,0.01690708717856823,0.0,0.038403041825095054,0.0,0.019598911171601577,0.0,7.0,2,1,0,1,0,11.812159009086747,0,4,56,0.19149167664019148,0.19303774847777916,1.7501009285425917,2.3316297558205568,15.101668302257115,0,0,0,0,0,4.0,1,2907,2907,922,2907,0.17663683467208283,531.96886668
5.74,8.04,4.0,5.25,10.191,30.496,2.0,79.33275,0.0,3.0,0,1,65.666666667,24.0,0,0.7119,0.2176,1.58,0.3681,1.6777,0.2477,0.0,0.0384,0.0069,0.0,0.0,0.0,3,0,1,0,0.0,0,0.0,0,0,1,0,0,0,0.06110205132606643,0.07715363655418152,0.5144740877031586,0.017896105772704285,0.0,0.013857813063875856,0.014345114345114346,0.0,0.0,0.0,7.0,1,1,0,0,0,0.8341449430925901,0,11,38,0.40163258217185527,0.7495084545812034,3.333792903272622,0.942384607069506,1.6931751976695795,0,0,1,0,0,2.0,0,11,33,1801,1813,0.3599999999982,158.6655
4.91,4.22,1.63,1.75,10.83,2.9130000000000003,2.0,54.041841667,0.0,3.0,1,0,145.8,25.0,1,0.7418,0.0,0.0,2.1697,0.1179,3.629,0.0,0.0,0.0023,0.0,0.0,0.0,5,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0.008837159433411563,0.0853506943078557,0.008158604940834546,0.02537212212737099,0.0,0.0,0.017557251908396944,0.0,0.0,0.0,51.0,1,1,0,0,0,0.0,0,297,298,0.27016225721365206,0.21194703143189758,2.1059029679115104,3.3989943803608407,1.0172464840858626,0,0,1,0,0,3.0,0,293,294,394,388,0.17029972752043596,108.083683334
5.0,7.74,4.63,10.25,0.0,0.0,2.0,88.693783333,0.0,3.0,0,1,134.8,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,3,90,0.5387205387205386,0.0,1.3246213013107293,1.0535582286136687,0.0,0,0,0,1,0,2.0,0,3,83,922,763,0.03681885125184094,177.387566666
4.0,3.3,4.88,1.75,0.0,0.0,2.0,68.59809166699999,0.0,4.0,1,0,169.63333333,24.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,5.0,1,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.954858733009673,0,272,276,0.47591701959658317,0.0,2.323654293932338,3.9612426481676977,0.0,0,0,1,0,0,2.0,0,278,280,380,379,0.14065247118852614,68.59809166699999
8.26,8.78,3.75,4.75,198.93400000000003,645.961,1.0,69.666108333,1.0,3.0,0,1,154.53333333,20.0,1,35.9872,187.6614,461.45,0.5652,33.0122,7.2023,0.211,0.0006,0.0114,1.138,0.0,0.0,4,1,0,0,0.0,0,0.0,0,0,1,0,1,1,0.14016927565133736,0.021522409656905675,0.6209853087789922,0.040455313962175124,0.08081194944465722,0.009836065573770491,0.01962134251290878,0.03051674666809686,0.0,0.0,0.0,0,0,0,0,0,0.0,0,3,7,0.33279824595748014,0.7645449854183237,2.1004635878176168,2.286436889777673,31.83477769404672,0,0,0,0,1,3.0,0,4,8,334,336,0.12858979854540484,139.332216666
0.61,0.09,0.63,0.25,0.0,0.0,2.0,14.124216667,0.0,3.0,0,1,167.5,20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1,0,1,0,0,0.0,0,307,310,0.5566097406704618,0.0,1.724679029957204,6.973893303064699,0.0,0,0,1,0,0,1.0,0,314,317,627,647,0.11869436201780416,28.248433334
11.04,12.22,4.38,6.25,145.799,88.445,2.0,71.249566667,0.0,3.0,0,1,83.533333333,24.0,0,7.9036,92.5427,293.71,0.6504,5.801,3.6555,0.0134,0.0,0.0061,0.0,0.0,3.4638,2,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0.13343688271344398,0.030735787533670428,0.9618637041949925,0.024867177774300853,0.05134099616858238,0.0,0.023371647509578545,0.0,0.0,0.12200345179810503,30.0,1,1,0,0,0,0.4075056960371774,1,639,639,0.3136525921336048,0.37757476146769403,3.002493443961997,4.231774997648388,6.713786185153339,0,1,0,0,0,2.0,1,648,648,939,932,0.2839116719254097,142.499133334
14.35,10.57,10.13,8.75,217.967,623.771,1.0,223.92320833,1.0,1.0,1,1,88.566666667,9.0,1,29.2684,145.9581,457.65,9.016,17.0603,7.4222,0.0864,0.0013,0.004,0.0037,0.3955,0.0,3,0,0,1,0.0,0,0.0,0,0,1,1,1,1,0.19332985448276319,0.04636643678870255,1.5423831479974688,0.06029358006839912,0.12687224669603525,0.009923664122137403,0.017316017316017316,0.028244274809160305,0.021898012291678204,0.0,3.0,2,1,0,0,0,2.20107510706591,1,947,958,0.4310403872057716,0.7410503730966488,3.309698647726816,3.630104337693977,18.78879464285714,0,0,0,0,0,4.0,1,957,970,1435,1428,0.10048381094119656,895.69283332
0.26,0.04,0.0,0.0,0.142,0.0,2.0,30.724558333,0.0,3.0,0,0,125.4,9.0,0,0.0026,0.0,0.0,0.0015,0.0,0.0475,0.0,0.0,0.0,0.0018,0.0,0.0,3,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0.006649616368286444,0.005154639175257733,0.0,0.007109714114653495,0.0,0.0,0.0,0.0027649769585253456,0.0,0.0,0.0,0,0,0,0,0,15.217623825266564,0,96,105,0.0,0.0,1.1893687707641198,0.0,0.10923076923076921,0,0,1,0,0,1.0,0,314,317,627,647,0.07120253164556961,61.449116666
0.48,0.04,0.5,0.0,0.0,0.0,2.0,45.45705,0.0,3.0,1,0,156.93333333,25.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,19.20847134038702,0,146,146,0.4897159647404506,0.0,1.5297504798464492,1.0239520958083832,0.0,0,0,0,1,0,3.0,0,9,9,380,384,0.15829463909156383,90.9141
7.61,9.22,5.25,7.5,46.04600000000001,120.338,1.0,61.5108,0.0,3.0,0,1,182.9,8.0,0,18.5904,0.0,0.0,1.4647,0.4993,2.5688,0.0,0.0,0.0113,0.1728,0.0,0.0,4,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0.1032622159516972,0.04412943267753307,0.18215979569500182,0.014167140044451553,0.0,0.0,0.02168905950095969,0.0057906906605006535,0.0,0.0,95.0,4,1,1,1,0,0.8283198912160589,0,249,249,0.43101991142963386,0.7232502929951617,1.4934347335274194,1.2971531644576897,5.440941792020928,0,0,1,0,0,2.0,0,264,264,334,336,0.04350190320826536,123.0216
1.09,1.3,0.5,0.75,113.725,59.719,1.0,138.191125,1.0,3.0,1,0,124.06666667,18.0,1,0.8551,0.0912,11.45,0.3265,74.1648,5.9446,0.091,0.0,0.0014,0.0,0.0,0.0,5,1,0,0,5.0,1,0.0,0,0,1,0,1,1,0.009802707752977724,0.007822045470879951,0.7061229541754339,0.022929017476596945,0.047869542346133616,0.0,0.01386138613861386,0.0,0.0,0.0,135.0,1,1,0,0,0,13.99346922093998,1,1281,1281,0.34331227684702004,0.3443108766467757,0.9418653283145126,1.7881694644284574,37.3801724137931,0,0,1,0,0,3.0,1,1325,1325,1801,1813,0.1439232409343304,276.38225
1.3,1.96,0.75,1.38,0.0,0.0,2.0,13.374516667,0.0,3.0,1,0,69.366666667,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,1,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,1,0,0,0,1,14.860359023261164,0,6,8,0.3951029493600445,0.0,5.926709598282735,7.064758329422807,0.0,0,0,1,0,0,2.0,0,67,68,380,683,0.14211274277526237,26.749033334
5.91,4.61,4.38,4.38,0.127,0.0,2.0,35.7547,0.0,3.0,0,1,130.1,3.0,0,0.0004,0.0,0.0,0.0401,0.0,0.0252,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0.012903225806451613,0.09524940617577196,0.0,0.011145510835913315,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1,1,0,0,0,0.0,0,88,90,0.45433328146880353,0.0,1.9792795361657638,1.994863600045657,0.006262327416173571,0,0,0,0,1,1.0,0,102,104,269,273,0.022883295194508012,71.5094
5.87,10.09,1.63,7.25,0.0,0.0,1.0,36.917133333,0.0,3.0,1,0,84.766666667,25.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,1,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1,1,0,0,0,0.0,0,45,48,0.35747353166136625,0.0,3.037842240461124,2.83121270127238,0.0,0,0,1,0,0,3.0,0,44,48,533,529,0.2914885347831656,73.834266666
9.17,15.57,6.38,8.75,0.764,0.0,2.0,61.523041667,0.0,3.0,1,1,161.63333333,7.0,0,0.0006,0.0,0.0,0.0003,0.5478,0.0049,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0.00594059405940594,0.0049180327868852455,0.4243222308288149,0.012531969309462914,0.0,0.0,0.0,0.0,0.0,0.0,46.0,2,1,0,0,1,0.0,0,85,95,0.37947380301472244,0.0,2.846651307546178,3.273346110633799,0.01869341815512601,0,0,0,1,0,3.0,0,88,94,1435,1428,0.04304160688753928,123.046083334
0.87,0.17,0.38,0.13,0.0,0.0,2.0,12.786758333,0.0,3.0,1,0,78.966666667,25.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1,1,0,0,0,4.527193840910204,1,947,958,0.3288201160541587,0.0,1.958693563880884,3.7984344422700587,0.0,0,0,1,0,0,2.0,1,957,970,1435,1428,0.31263026260811744,25.573516666
4.26,4.48,3.38,4.63,6.004,16.91,1.0,9.2540083333,0.0,3.0,0,0,75.966666667,10.0,0,0.028,0.0,0.0,0.1131,0.1036,0.3793,0.124,0.0668,0.0018,0.0,0.0503,0.0,3,0,0,1,0.0,0,0.0,0,0,1,0,0,0,0.12121212121212122,0.026986399427344307,0.011223052757014408,0.009071775370117913,0.01847712710475339,0.01196918115033148,0.011180124223602483,0.0,0.012571857035741063,0.0,0.0,0,0,0,0,0,0.0,1,266,269,0.4781804071398722,0.7379445777874754,4.1519276970598336,3.4894520034951944,1.2909295774647889,0,0,0,0,0,1.0,1,271,273,413,406,0.1299263750535733,18.5080166666
2.0,2.57,0.63,1.13,392.021,101.02,1.0,108.48235,0.0,3.0,0,0,78.93333333300001,10.0,0,1.7947,52.622,180.29,0.0425,48.3252,2.6327,0.0,0.0,0.0397,0.0,0.3727,0.0053,2,0,0,1,0.0,0,0.0,0,0,1,0,0,0,0.028918322295805737,0.02123938030984508,1.5493315379436376,0.017650055979780237,0.0,0.0,0.136426116838488,0.0,0.026430749592227503,0.03291925465838509,6.0,1,1,0,0,0,25.235302063276922,0,2,48,0.27799715684725945,0.2048912668697596,1.0325968059505577,0.9023282226007951,67.26343792633016,0,0,0,0,0,3.0,1,1325,1325,1801,1813,0.1251042535451422,216.9647
4.87,2.3,2.0,2.25,2.384,0.0,2.0,55.327158333,0.0,3.0,1,1,190.13333333,25.0,0,1.1392,0.0,0.0,0.0022,0.0279,0.4976,0.0066,0.0,0.0,0.0,0.0,0.0,5,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0.22332875906684962,0.0032305433186490453,0.01467648605996844,0.10791585339405767,0.018803418803418806,0.0,0.0,0.0,0.0,0.0,41.0,3,1,0,1,0,3.9370347004036677,1,266,269,0.3721215305139655,0.0,1.7825965695161063,1.7824041402023052,0.19194847020933978,0,1,0,0,0,3.0,1,271,273,413,406,0.13079874433433553,110.654316666
3.26,1.74,2.5,1.38,0.0,0.026,1.0,34.969283333,0.0,3.0,1,0,157.6,24.0,0,0.0002,0.0,0.0,0.0009,0.001,0.0031,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0064516129032258064,0.014754098360655738,0.006211180124223602,0.008831908831908833,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2,1,1,0,0,2.1736613581054454,0,88,90,0.43688773786735735,0.9629629629629629,1.8384323135372922,5.070858026281886,0.002631578947368421,0,0,0,1,0,3.0,0,102,104,269,273,0.15132408575031525,69.938566666
6.65,7.04,6.25,5.25,173.949,45.898,1.0,96.706516667,1.0,2.0,1,1,185.86666667,25.0,1,17.0423,81.0605,91.61,1.7068,0.1022,1.9991,0.3858,0.0,0.0277,0.0002,1.0351,0.0,4,0,0,1,0.0,0,0.0,0,0,1,1,0,0,0.3326560090570163,0.06989066786781868,0.07347232207045293,0.0647565676524894,0.05952785064033327,0.0,0.08629283489096573,0.0064516129032258064,0.02546308823891171,0.0,5.0,1,1,0,0,0,1.0861594088012831,1,947,958,0.4565122464372196,0.20877151486481568,2.188737126579505,0.7772367620206939,8.394310805651012,0,0,0,0,0,4.0,1,957,970,1435,1428,0.13378523010820934,290.119550001
2.96,1.39,2.88,0.63,11.106,2.944,2.0,37.953875,0.0,3.0,0,1,166.33333333,1.0,0,0.9916,5.7272,15.19,0.0259,0.0606,1.1185,0.0188,0.0,0.0,0.002,0.0,0.0,4,1,0,0,0.0,0,0.0006,1,0,0,0,0,0,0.06610225984934338,0.012327463112803427,0.009587090650213573,0.0732913963698316,0.028878648233486945,0.0,0.0,0.005115089514066496,0.0,0.0,14.0,3,1,1,0,0,0.0,1,639,639,0.4465080778526905,0.2095224539178706,4.689726499655252,2.6992309883224155,1.585778781038375,0,0,0,0,1,1.0,1,648,648,939,932,0.005976095617648927,75.90775
3.61,1.87,5.38,4.13,101.315,90.253,2.0,97.482833333,0.0,3.0,1,0,101.6,25.0,1,0.6806,0.3259,3.03,0.358,7.7097,20.8036,0.005,0.2054,0.3838,0.0,0.0,0.0149,4,1,0,0,0.0,0,0.0,0,0,0,0,1,1,0.08895569206639654,0.011893292581641804,0.44255209230239356,0.1394707731913838,0.019157088122605363,0.009780486643493166,0.033140488731543044,0.0,0.0,0.09254658385093167,10.0,2,1,0,0,1,0.0,0,2,41,0.6343806283770262,0.471125286450313,0.8416347381864623,0.7489223004941647,11.980487804878049,0,0,0,0,1,3.0,0,2,44,936,945,0.2436647173489279,194.965666666
